93654412;Республика Тывы, Арыскан;Республика Тывы;Арыскан
93654414;Республика Тывы, Иштии-Хем;Республика Тывы;Иштии-Хем
93654416;Республика Тывы, Ийи-Тал;Республика Тывы;Ийи-Тал
93654420;Республика Тывы, Хайыраканское;Республика Тывы;Хайыраканское
93654425;Республика Тывы, Кок-Чыраанское;Республика Тывы;Кок-Чыраанское
93654435;Республика Тывы, Торгалыгское;Республика Тывы;Торгалыгское
93654445;Республика Тывы, Чаатинское;Республика Тывы;Чаатинское
93654455;Республика Тывы, Эйлиг-Хемское;Республика Тывы;Эйлиг-Хемское
93656405;Республика Тывы, Ак-Дуругское;Республика Тывы;Ак-Дуругское
93656425;Республика Тывы, Кызыл-Дагское;Республика Тывы;Кызыл-Дагское
93656440;Республика Тывы, Чаа-Хольское;Республика Тывы;Чаа-Хольское
93656445;Республика Тывы, Шанчы;Республика Тывы;Шанчы
93657151;Республика Тывы, Поселок Хову-Аксы;Республика Тывы;Поселок Хову-Аксы
93657410;Республика Тывы, Сайлыг;Республика Тывы;Сайлыг
93657420;Республика Тывы, Хендергинское;Республика Тывы;Хендергинское
93657422;Республика Тывы, Чал-Кежиг;Республика Тывы;Чал-Кежиг
93657425;Республика Тывы, Элегестинское;Республика Тывы;Элегестинское
93658411;Республика Тывы, Бай-Дагское;Республика Тывы;Бай-Дагское
93658418;Республика Тывы, Качык;Республика Тывы;Качык
93658422;Республика Тывы, Моренское;Республика Тывы;Моренское
93658433;Республика Тывы, Нарынское;Республика Тывы;Нарынское
93658444;Республика Тывы, Сарыг-Булунское;Республика Тывы;Сарыг-Булунское
93658455;Республика Тывы, Эрзинское;Республика Тывы;Эрзинское
93701000;Республика Тывы, Город Кызыл;Республика Тывы;Город Кызыл
93703000;Республика Тывы, Город Ак-Довурак;Республика Тывы;Город Ак-Довурак
94602410;Удмуртская Республика, Азаматовское;Удмуртская Республика;Азаматовское
94602420;Удмуртская Республика, Алнашское;Удмуртская Республика;Алнашское
94602430;Удмуртская Республика, Асановское;Удмуртская Республика;Асановское
94602440;Удмуртская Республика, Байтеряковское;Удмуртская Республика;Байтеряковское
94602450;Удмуртская Республика, Варзи-Ятчинское;Удмуртская Республика;Варзи-Ятчинское
94602460;Удмуртская Республика, Кузебаевское;Удмуртская Республика;Кузебаевское
94602465;Удмуртская Республика, Муважинское;Удмуртская Республика;Муважинское
94602470;Удмуртская Республика, Писеевское;Удмуртская Республика;Писеевское
94602474;Удмуртская Республика, Ромашкинское;Удмуртская Республика;Ромашкинское
94602480;Удмуртская Республика, Староутчанское;Удмуртская Республика;Староутчанское
94602485;Удмуртская Республика, Техникумовское;Удмуртская Республика;Техникумовское
94602490;Удмуртская Республика, Удмурт-Тоймобашское;Удмуртская Республика;Удмурт-Тоймобашское
94604151;Удмуртская Республика, Балезинское;Удмуртская Республика;Балезинское
94604405;Удмуртская Республика, Андрейшурское;Удмуртская Республика;Андрейшурское
94604410;Удмуртская Республика, Большеварыжское;Удмуртская Республика;Большеварыжское
94604415;Удмуртская Республика, Верх-Люкинское;Удмуртская Республика;Верх-Люкинское
94604420;Удмуртская Республика, Воегуртское;Удмуртская Республика;Воегуртское
94604422;Удмуртская Республика, Исаковское;Удмуртская Республика;Исаковское
94604423;Удмуртская Республика, Каменно-Задельское;Удмуртская Республика;Каменно-Задельское
94604425;Удмуртская Республика, Карсовайское;Удмуртская Республика;Карсовайское
94604430;Удмуртская Республика, Кестымское;Удмуртская Республика;Кестымское
94604432;Удмуртская Республика, Киршонское;Удмуртская Республика;Киршонское
94604435;Удмуртская Республика, Кожильское;Удмуртская Республика;Кожильское
94604445;Удмуртская Республика, Люкское;Удмуртская Республика;Люкское
94604447;Удмуртская Республика, Пыбьинское;Удмуртская Республика;Пыбьинское
94604450;Удмуртская Республика, Эркешевское;Удмуртская Республика;Эркешевское
94604455;Удмуртская Республика, Сергинское;Удмуртская Республика;Сергинское
94604460;Удмуртская Республика, Турецкое;Удмуртская Республика;Турецкое
94604470;Удмуртская Республика, Юндинское;Удмуртская Республика;Юндинское
94606411;Удмуртская Республика, Большеволковское;Удмуртская Республика;Большеволковское
94606422;Удмуртская Республика, Брызгаловское;Удмуртская Республика;Брызгаловское
94606433;Удмуртская Республика, Вавожское;Удмуртская Республика;Вавожское
94606444;Удмуртская Республика, Водзимоньинское;Удмуртская Республика;Водзимоньинское
94606455;Удмуртская Республика, Волипельгинское;Удмуртская Республика;Волипельгинское
94606466;Удмуртская Республика, Гурезь-Пудгинское;Удмуртская Республика;Гурезь-Пудгинское
94606470;Удмуртская Республика, Зямбайгуртское;Удмуртская Республика;Зямбайгуртское
94606477;Удмуртская Республика, Какможское;Удмуртская Республика;Какможское
94606480;Удмуртская Республика, Нюрдор-Котьинское;Удмуртская Республика;Нюрдор-Котьинское
94606488;Удмуртская Республика, Тыловыл-Пельгинское;Удмуртская Республика;Тыловыл-Пельгинское
94608154;Удмуртская Республика, Нововолковское;Удмуртская Республика;Нововолковское
94608405;Удмуртская Республика, Болгуринское;Удмуртская Республика;Болгуринское
94608410;Удмуртская Республика, Большекиварское;Удмуртская Республика;Большекиварское
94608413;Удмуртская Республика, Верхнеталицкое;Удмуртская Республика;Верхнеталицкое
94608420;Удмуртская Республика, Гавриловское;Удмуртская Республика;Гавриловское
94608425;Удмуртская Республика, Июльское;Удмуртская Республика;Июльское
94608430;Удмуртская Республика, Камское;Удмуртская Республика;Камское
94608435;Удмуртская Республика, Кварсинское;Удмуртская Республика;Кварсинское
94608437;Удмуртская Республика, Кукуевское;Удмуртская Республика;Кукуевское
94608440;Удмуртская Республика, Первомайское;Удмуртская Республика;Первомайское
94608445;Удмуртская Республика, Перевозинское;Удмуртская Республика;Перевозинское
94608450;Удмуртская Республика, Светлянское;Удмуртская Республика;Светлянское
94610405;Удмуртская Республика, Адамское;Удмуртская Республика;Адамское
94610410;Удмуртская Республика, Верхнебогатырское;Удмуртская Республика;Верхнебогатырское
94610415;Удмуртская Республика, Гулековское;Удмуртская Республика;Гулековское
94610430;Удмуртская Республика, Качкашурское;Удмуртская Республика;Качкашурское
94610435;Удмуртская Республика, Кожильское;Удмуртская Республика;Кожильское
94610442;Удмуртская Республика, Куреговское;Удмуртская Республика;Куреговское
94610448;Удмуртская Республика, Октябрьское;Удмуртская Республика;Октябрьское
94610450;Удмуртская Республика, Парзинское;Удмуртская Республика;Парзинское
94610455;Удмуртская Республика, Понинское;Удмуртская Республика;Понинское
94610460;Удмуртская Республика, Штанигуртское;Удмуртская Республика;Штанигуртское
94610465;Удмуртская Республика, Ураковское;Удмуртская Республика;Ураковское
94612411;Удмуртская Республика, Верхнеигринское;Удмуртская Республика;Верхнеигринское
94612422;Удмуртская Республика, Граховское;Удмуртская Республика;Граховское
94612430;Удмуртская Республика, Каменское;Удмуртская Республика;Каменское
94612431;Удмуртская Республика, Котловское;Удмуртская Республика;Котловское
94612433;Удмуртская Республика, Лолошур-Возжинское;Удмуртская Республика;Лолошур-Возжинское
94612444;Удмуртская Республика, Новогорское;Удмуртская Республика;Новогорское
94612447;Удмуртская Республика, Порымозареченское;Удмуртская Республика;Порымозареченское
94612455;Удмуртская Республика, Староятчинское;Удмуртская Республика;Староятчинское
94614405;Удмуртская Республика, Большезетымское;Удмуртская Республика;Большезетымское
94614415;Удмуртская Республика, Дебесское;Удмуртская Республика;Дебесское
94614420;Удмуртская Республика, Заречномедлинское;Удмуртская Республика;Заречномедлинское
94614425;Удмуртская Республика, Котегуртское;Удмуртская Республика;Котегуртское
94614430;Удмуртская Республика, Нижнепыхтинское;Удмуртская Республика;Нижнепыхтинское
94614434;Удмуртская Республика, Старокычское;Удмуртская Республика;Старокычское
94614435;Удмуртская Республика, Сюрногуртское;Удмуртская Республика;Сюрногуртское
94614440;Удмуртская Республика, Тольенское;Удмуртская Республика;Тольенское
94614445;Удмуртская Республика, Тыловайское;Удмуртская Республика;Тыловайское
94614450;Удмуртская Республика, Уйвайское;Удмуртская Республика;Уйвайское
94616405;Удмуртская Республика, Бабинское;Удмуртская Республика;Бабинское
94616407;Удмуртская Республика, Вараксинское;Удмуртская Республика;Вараксинское
94616410;Удмуртская Республика, Гольянское;Удмуртская Республика;Гольянское
94616415;Удмуртская Республика, Завьяловское;Удмуртская Республика;Завьяловское
94616417;Удмуртская Республика, Италмасовское;Удмуртская Республика;Италмасовское
94616420;Удмуртская Республика, Казмасское;Удмуртская Республика;Казмасское
94616425;Удмуртская Республика, Каменское;Удмуртская Республика;Каменское
94616428;Удмуртская Республика, Кияикское;Удмуртская Республика;Кияикское
94616430;Удмуртская Республика, Люкское;Удмуртская Республика;Люкское
94616432;Удмуртская Республика, Октябрьское;Удмуртская Республика;Октябрьское
94616435;Удмуртская Республика, Первомайское;Удмуртская Республика;Первомайское
94616437;Удмуртская Республика, Пироговское;Удмуртская Республика;Пироговское
94616440;Удмуртская Республика, Подшиваловское;Удмуртская Республика;Подшиваловское
94616445;Удмуртская Республика, Среднепостольское;Удмуртская Республика;Среднепостольское
94616447;Удмуртская Республика, Хохряковское;Удмуртская Республика;Хохряковское
94616450;Удмуртская Республика, Шабердинское;Удмуртская Республика;Шабердинское
94616455;Удмуртская Республика, Совхозное;Удмуртская Республика;Совхозное
94616460;Удмуртская Республика, Ягульское;Удмуртская Республика;Ягульское
94616465;Удмуртская Республика, Якшурское;Удмуртская Республика;Якшурское
94618410;Удмуртская Республика, Зуринское;Удмуртская Республика;Зуринское
94618415;Удмуртская Республика, Игринское;Удмуртская Республика;Игринское
94618420;Удмуртская Республика, Кабачигуртское;Удмуртская Республика;Кабачигуртское
94618425;Удмуртская Республика, Лозо-Люкское;Удмуртская Республика;Лозо-Люкское
94618426;Удмуртская Республика, Комсомольское;Удмуртская Республика;Комсомольское
94618427;Удмуртская Республика, Кушьинское;Удмуртская Республика;Кушьинское
94618430;Удмуртская Республика, Лозинское;Удмуртская Республика;Лозинское
94618435;Удмуртская Республика, Мужберское;Удмуртская Республика;Мужберское
94618440;Удмуртская Республика, Новозятцинское;Удмуртская Республика;Новозятцинское
94618445;Удмуртская Республика, Беляевское;Удмуртская Республика;Беляевское
94618450;Удмуртская Республика, Сепское;Удмуртская Республика;Сепское
94618451;Удмуртская Республика, Сундурское;Удмуртская Республика;Сундурское
94618453;Удмуртская Республика, Факельское;Удмуртская Республика;Факельское
94618455;Удмуртская Республика, Чутырское;Удмуртская Республика;Чутырское
94618465;Удмуртская Республика, Лонки-Ворцинское;Удмуртская Республика;Лонки-Ворцинское
94620101;Удмуртская Республика, Камбарское;Удмуртская Республика;Камбарское
94620403;Удмуртская Республика, Армязьское;Удмуртская Республика;Армязьское
94620408;Удмуртская Республика, Борковское;Удмуртская Республика;Борковское
94620415;Удмуртская Республика, Ершовское;Удмуртская Республика;Ершовское
94620420;Удмуртская Республика, Камское;Удмуртская Республика;Камское
94620422;Удмуртская Республика, Михайловское;Удмуртская Республика;Михайловское
94620430;Удмуртская Республика, Нефтебазинское;Удмуртская Республика;Нефтебазинское
94620450;Удмуртская Республика, Шольинское;Удмуртская Республика;Шольинское
94622411;Удмуртская Республика, Арзамасцевское;Удмуртская Республика;Арзамасцевское
94622422;Удмуртская Республика, Малокалмашинское;Удмуртская Республика;Малокалмашинское
94622427;Удмуртская Республика, Боярское;Удмуртская Республика;Боярское
94622430;Удмуртская Республика, Быргындинское;Удмуртская Республика;Быргындинское
94622433;Удмуртская Республика, Вятское;Удмуртская Республика;Вятское
94622444;Удмуртская Республика, Галановское;Удмуртская Республика;Галановское
94622455;Удмуртская Республика, Каракулинское;Удмуртская Республика;Каракулинское
94622456;Удмуртская Республика, Колесниковское;Удмуртская Республика;Колесниковское
94622458;Удмуртская Республика, Кулюшевское;Удмуртская Республика;Кулюшевское
94622466;Удмуртская Республика, Ныргындинское;Удмуртская Республика;Ныргындинское
94622470;Удмуртская Республика, Пинязьское;Удмуртская Республика;Пинязьское
94622477;Удмуртская Республика, Чегандинское;Удмуртская Республика;Чегандинское
94624415;Удмуртская Республика, Большеолыпское;Удмуртская Республика;Большеолыпское
94624420;Удмуртская Республика, Гыинское;Удмуртская Республика;Гыинское
94624425;Удмуртская Республика, Кабалудское;Удмуртская Республика;Кабалудское
94624426;Удмуртская Республика, Кезское;Удмуртская Республика;Кезское
94624428;Удмуртская Республика, Ключевское;Удмуртская Республика;Ключевское
94624430;Удмуртская Республика, Кузьминское;Удмуртская Республика;Кузьминское
94624435;Удмуртская Республика, Кулигинское;Удмуртская Республика;Кулигинское
94624440;Удмуртская Республика, Мысовское;Удмуртская Республика;Мысовское
94624445;Удмуртская Республика, Новоунтемское;Удмуртская Республика;Новоунтемское
94624455;Удмуртская Республика, Поломское;Удмуртская Республика;Поломское
94624462;Удмуртская Республика, Сосновоборское;Удмуртская Республика;Сосновоборское
94624465;Удмуртская Республика, Степаненское;Удмуртская Республика;Степаненское
94624468;Удмуртская Республика, Сюрзинское;Удмуртская Республика;Сюрзинское
94624480;Удмуртская Республика, Чепецкое;Удмуртская Республика;Чепецкое
94624485;Удмуртская Республика, Юскинское;Удмуртская Республика;Юскинское
94626405;Удмуртская Республика, Балдеевское;Удмуртская Республика;Балдеевское
94626410;Удмуртская Республика, Безменшурское;Удмуртская Республика;Безменшурское
94626415;Удмуртская Республика, Бемыжское;Удмуртская Республика;Бемыжское
94626422;Удмуртская Республика, Верхнебемыжское;Удмуртская Республика;Верхнебемыжское
94626435;Удмуртская Республика, Кизнерское;Удмуртская Республика;Кизнерское
94626440;Удмуртская Республика, Короленковское;Удмуртская Республика;Короленковское
94626445;Удмуртская Республика, Крымско-Слудское;Удмуртская Республика;Крымско-Слудское
94626451;Удмуртская Республика, Липовское;Удмуртская Республика;Липовское
94626455;Удмуртская Республика, Муркозь-Омгинское;Удмуртская Республика;Муркозь-Омгинское
94626460;Удмуртская Республика, Саркузское;Удмуртская Республика;Саркузское
94626463;Удмуртская Республика, Старободьинское;Удмуртская Республика;Старободьинское
94626464;Удмуртская Республика, Старокармыжское;Удмуртская Республика;Старокармыжское
94626465;Удмуртская Республика, Старокопкинское;Удмуртская Республика;Старокопкинское
94626470;Удмуртская Республика, Ягульское;Удмуртская Республика;Ягульское
94628411;Удмуртская Республика, Ермолаевское;Удмуртская Республика;Ермолаевское
94628422;Удмуртская Республика, Ильдибаевское;Удмуртская Республика;Ильдибаевское
94628433;Удмуртская Республика, Карамас-Пельгинское;Удмуртская Республика;Карамас-Пельгинское
94628444;Удмуртская Республика, Киясовское;Удмуртская Республика;Киясовское
94628455;Удмуртская Республика, Лутохинское;Удмуртская Республика;Лутохинское
94628466;Удмуртская Республика, Мушаковское;Удмуртская Республика;Мушаковское
94628477;Удмуртская Республика, Первомайское;Удмуртская Республика;Первомайское
94628488;Удмуртская Республика, Подгорновское;Удмуртская Республика;Подгорновское
94630405;Удмуртская Республика, Агрикольское;Удмуртская Республика;Агрикольское
94630411;Удмуртская Республика, Архангельское;Удмуртская Республика;Архангельское
94630422;Удмуртская Республика, Селеговское;Удмуртская Республика;Селеговское
94630430;Удмуртская Республика, Валамаз;Удмуртская Республика;Валамаз
94630433;Удмуртская Республика, Васильевское;Удмуртская Республика;Васильевское
94630444;Удмуртская Республика, Дебинское;Удмуртская Республика;Дебинское
94630455;Удмуртская Республика, Кокман;Удмуртская Республика;Кокман
94630466;Удмуртская Республика, Красногорское;Удмуртская Республика;Красногорское
94630477;Удмуртская Республика, Курьинское;Удмуртская Республика;Курьинское
94630488;Удмуртская Республика, Прохоровское;Удмуртская Республика;Прохоровское
94633403;Удмуртская Республика, Аксакшурское;Удмуртская Республика;Аксакшурское
94633408;Удмуртская Республика, Баграш-Бигринское;Удмуртская Республика;Баграш-Бигринское
94633410;Удмуртская Республика, Бобья-Учинское;Удмуртская Республика;Бобья-Учинское
94633420;Удмуртская Республика, Бурановское;Удмуртская Республика;Бурановское
94633425;Удмуртская Республика, Иваново-Самарское;Удмуртская Республика;Иваново-Самарское
94633430;Удмуртская Республика, Ильинское;Удмуртская Республика;Ильинское
94633440;Удмуртская Республика, Кечевское;Удмуртская Республика;Кечевское
94633450;Удмуртская Республика, Малопургинское;Удмуртская Республика;Малопургинское
94633460;Удмуртская Республика, Нижнеюринское;Удмуртская Республика;Нижнеюринское
94633470;Удмуртская Республика, Норьинское;Удмуртская Республика;Норьинское
94633475;Удмуртская Республика, Постольское;Удмуртская Республика;Постольское
94633477;Удмуртская Республика, Пугачевское;Удмуртская Республика;Пугачевское
94633480;Удмуртская Республика, Старомоньинское;Удмуртская Республика;Старомоньинское
94633490;Удмуртская Республика, Уромское;Удмуртская Республика;Уромское
94633495;Удмуртская Республика, Яганское;Удмуртская Республика;Яганское
94635403;Удмуртская Республика, Александровское;Удмуртская Республика;Александровское
94635405;Удмуртская Республика, Большекибьинское;Удмуртская Республика;Большекибьинское
94635410;Удмуртская Республика, Большепудгинское;Удмуртская Республика;Большепудгинское
94635412;Удмуртская Республика, Большесибинское;Удмуртская Республика;Большесибинское
94635415;Удмуртская Республика, Большеучинское;Удмуртская Республика;Большеучинское
94635417;Удмуртская Республика, Верхнеюринское;Удмуртская Республика;Верхнеюринское
94635418;Удмуртская Республика, Горнякское;Удмуртская Республика;Горнякское
94635420;Удмуртская Республика, Кватчинское;Удмуртская Республика;Кватчинское
94635422;Удмуртская Республика, Люгинское;Удмуртская Республика;Люгинское
94635425;Удмуртская Республика, Маловоложикьинское;Удмуртская Республика;Маловоложикьинское
94635430;Удмуртская Республика, Мельниковское;Удмуртская Республика;Мельниковское
94635435;Удмуртская Республика, Можгинское;Удмуртская Республика;Можгинское
94635445;Удмуртская Республика, Нынекское;Удмуртская Республика;Нынекское
94635447;Удмуртская Республика, Нышинское;Удмуртская Республика;Нышинское
94635449;Удмуртская Республика, Пазяльское;Удмуртская Республика;Пазяльское
94635451;Удмуртская Республика, Пычасское;Удмуртская Республика;Пычасское
94635455;Удмуртская Республика, Старокаксинское;Удмуртская Республика;Старокаксинское
94635460;Удмуртская Республика, Сюгаильское;Удмуртская Республика;Сюгаильское
94635465;Удмуртская Республика, Черемушкинское;Удмуртская Республика;Черемушкинское
94637403;Удмуртская Республика, Девятовское;Удмуртская Республика;Девятовское
94637405;Удмуртская Республика, Дулесовское;Удмуртская Республика;Дулесовское
94637415;Удмуртская Республика, Кигбаевское;Удмуртская Республика;Кигбаевское
